2,2,0
1,0,1
2,0,-1
0,0,0
1,1,0
2,1,1
2,0,-1
1,0.0,1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,-0.1,-1
2,-0.1,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,0.0,-1
2,-0.1,-1
2,-0.1,-1
2,-0.1,-1
1,-0.199,-1
1,0.0,1
1,0.0,1
2,0.1,-1
2,-0.199,-1
2,-0.199,-1
2,-0.29701,-1
2,-0.29701,-1
1,-0.29701,-1
2,0.0,-1
2,0,-1
2,1,1
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,0,-1
2,2,0
2,2,0
2,0,-1
2,2,0
2,0,-1
2,0,-1
2,1,1
2,2,0
2,1,1
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,0,-1
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,1,1
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,0,-1
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,1,1
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,0,-1
2,0,-1
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,2,0
2,0,-1
2,2,0
2,2,0
2,2,0
2,2,0
2,0,-1
2,2,0
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,0,-1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,2,0
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,2,0
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
2,1,1
1,0.0,1
2,0,-1
1,0,1
2,1,1
1,1,0
1,0.0,1
1,1,0
2,1,1
1,1,0
0,1,-1
1,0.0,1
2,1,1
0,1,-1
0,1,-1
2,0,-1
1,0.21739629932398613,-1
1,0.19768093728470904,-1
1,0.21739629932398613,-1
0,0.09570412791186195,-1
0,2,1
0,1,-1
0,2,1
1,1,0
0,1,-1
1,0.0410842306535418,-1
1,1,0
1,0.21739629932398613,-1
2,1,1
0,0,0
2,1,1
1,1,0
1,2,-1
1,1,0
0,2,1
1,1,0
1,2,-1
1,2,-1
1,2,-1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
2,0,-1
2,1,1
2,1,1
2,1,1
2,0,-1
2,1,1
2,1,1
2,1,1
0,1,-1
0,1,-1
0,1,-1
0,2,1
0,1,-1
0,1,-1
0,1,-1
0,1,-1
0,1,-1
0,0,0
0,1,-1
0,1,-1
0,0,0
0,1,-1
0,1,-1
0,1,-1
0,1,-1
0,1,-1
0,1,-1
0,1,-1
0,1,-1
1,1,0
0,0,0
0,2,1
0,2,1
0,2,1
0,0,0
0,2,1
0,2,1
2,2,0
0,1,-1
0,2,1
0,2,1
1,2,-1
0,0,0
0,2,1
1,2,-1
1,1,0
0,0,0
0,2,1
0,0,0
0,2,1
0,2,1
1,0.7436750613591981,-1
0,0,0
1,2,-1
2,0,-1
1,0.6079545476192971,-1
0,0,0
1,2,-1
2,0,-1
0,1,-1
0,0,0
1,2,-1
2,0,-1
0,0,0
0,0,0
1,2,-1
1,0,1
0,2,1
0,2,1
1,2,-1
1,0,1
0,0,0
0,2,1
0,2,1
1,2,-1
2,2,0
1,0.3281733512914746,-1
2,1,1
1,2,-1
2,0,-1
0,1,-1
1,2,-1
1,0,1
2,0,-1
0,0,0
1,2,-1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,0,1
1,2,-1
0,0,0
0,1,-1
0,2,1
1,2,-1
2,0,-1
1,0,1
1,0,1
2,0,-1
0,1,-1
1,0.2770652704067148,-1
2,0,-1
1,1,0
0,0,0
1,0.21118527181584454,-1
2,0,-1
0,1,-1
1,2,-1
2,0,-1
1,1,0
1,0,1
1,0,1
2,0,-1
0,2,1
1,2,-1
2,0,-1
2,0,-1
2,0.03973154323105897,-1
1,2,-1
2,0,-1
0,1,-1
1,2,-1
1,0,1
0,0,0
0,2,1
1,2,-1
1,-0.054794148772315344,-1
2,0,-1
1,0,1
0,0,0
1,2,-1
1,0.239062823264158,-1
1,0,1
2,0,-1
2,2,0
0,2,1
1,0.2521391305928742,-1
1,2,-1
0,0,0
0,2,1
1,2,-1
1,-0.06852633492173922,-1
2,0,-1
1,2,-1
1,0.023668669382649957,-1
0,2,1
0,2,1
0,0,0
2,0.3788260958099859,-1
0,1,-1
2,2,0
0,2,1
0,0,0
0,0,0
0,2,1
0,0,0
0,0,0
2,0,-1
1,0,1
0,0.009084174817850538,-1
0,0,0
1,0,1
1,2,-1
0,2,1
0,1,-1
0,0,0
0,0.1724067403360372,-1
